0,0643
0,0764
0,0317
0,5027
0,6881
0,3254
0,6903
0,4991
0,4039
0,8879
0,0997
0,8713
0,7891
0,2994
0,6376
0,3385
0,7245
0,1992
0,7268
0,3808
0,0641
0,0606
0,7843
0,9204
0,6655
0,5412
0,7277
0,4519
0,6775
0,4886
0,5749
0,3883
0,6562
0,8069
0,7047
0,6360
0,2122
0,7531
0,4572
0,0959
0,5713
0,1041
0,2186
0,2584
0,4006
0,6273
0,5253
0,4724
0,2959
0,3613
0,5246
0,4171
0,9300
0,4235
0,4353
0,3669
0,9667
0,3209
0,3350
0,4482
0,3853
0,4194
0,1116
0,8108
0,0126
0,9477
0,8209
0,8100
0,9495
0,9630
0,0288
0,2737
0,6086
0,0489
0,8606
0,9443
0,5524
0,6119
0,3095
0,4350
0,3432
0,0956
0,5476
0,2330
0,3953
0,2089
0,4926
0,8907
0,3207
0,3192
0,2008
0,8531
0,3522
0,8061
0,6415
0,6464
0,0332
0,6211
0,0358
0,8264
0,2442
0,2795
0,0665
0,2501
0,7453
0,8414
0,4285
0,8300
0,5285
0,7250
0,2387
0,8453
0,7364
0,1387
0,9503
0,0261
0,0605
0,7764
0,2967
0,4244
0,5063
0,9723
0,7630
0,2388
0,8532
0,3601
0,4298
0,9327
0,6366
0,2595
0,4875
0,4881
0,5354
0,2698
0,3007
0,7402
0,4387
0,6353
0,1569
0,3872
0,5694
0,9541
0,3261
0,7455
0,8572
0,6759
0,3623
0,6035
0,6463
0,0253
0,9974
0,7447
0,7940
0,6863
0,1833
0,4715
0,2249
0,7558
0,6704
0,9280
0,2656
0,9691
0,5104
0,2960
0,3692
0,1483
0,7082
0,9123
0,0260
0,0527
0,1606
0,6793
0,6307
0,7937
0,6626
0,3122
0,6481
0,1674
0,2162
0,0689
0,4396
0,7064
0,7702
0,8072
0,7284
0,5071
0,0355
0,8027
0,3731
0,4562
0,0169
0,3342
0,3850
0,3957
0,2405
0,9874
0,9552
0,4130
0,6063
0,8673
0,4733
0,3670
0,9746
0,9446
0,5761
0,4830
0,1328
0,4845
0,2512
0,8322
0,7021
0,4307
0,0037
0,9211
0,7208
0,9071
0,6155
0,5937
0,8726
0,8917
0,3997
0,5563
0,9198
0,6182
0,8068
0,6968
0,0123
0,7108
0,1176
0,2845
0,4612
0,4117
0,5037
0,7671
0,5625
0,4093
0,3142
0,8060
0,6337
0,0306
0,4158
0,8274
0,3232
0,5166
0,7855
0,0152
0,2000
0,7900
0,3705
0,2509
0,8085
0,8310
0,6074
0,9542
0,3340
0,3693
0,1562
0,3319
0,2035
0,0663
0,2343
0,4979
0,3092
0,4113
0,4721
0,2722
0,4901
0,6933
0,7360
0,1072
0,4634
0,5854
0,2173
0,1558
0,3004
0,7165
0,5676
0,8120
0,1074
0,4792
0,8328
0,7495
0,1730
0,6583
0,9727
0,7946
0,7336
0,9177
0,4524
0,7169
0,5992
0,3068
0,2218
0,5111
0,3513
0,7351
0,0361
0,8500
0,1075
0,4871
0,4565
0,0406
0,2053
0,2084
0,4531
0,7722
0,9651
0,1946
0,3636
